word,total_score,appeared_times,averange_score
顯得,13,5,2.6
抓马,14,5,2.8
大麻,18,5,3.6
混血,15,5,3
微信,18,5,3.6
行走,19,5,3.8
留种,14,5,2.8
可取,12,5,2.4
复原,16,5,3.2
族群,13,5,2.6
喜剧路线,17,5,3.4
转述,15,5,3
不喜,13,5,2.6
忽大忽小,15,5,3
浑身上下,16,5,3.2
大学生,21,5,4.2
金主,16,5,3.2
救出,15,5,3
连上,19,5,3.8
街景,18,5,3.6
量子力学,14,5,2.8
褶子,22,5,4.4
不吃不喝,13,5,2.6
瞎搞,11,5,2.2
独有,18,5,3.6
积家,17,5,3.4
死循环,15,5,3
灵体,21,5,4.2
爆款,20,5,4
物质,10,5,2
灵肉,20,5,4
大夫,16,5,3.2
过审,15,5,3
短信,19,5,3.8
现实主义,16,5,3.2
转来转去,15,5,3
花来,15,5,3
能射,21,5,4.2
产卵,19,5,3.8
青年人,19,5,3.8
联结,19,5,3.8
青春活力,20,5,4
蛛网,18,5,3.6
阶层,20,5,4
校园生活,14,5,2.8
全黑,17,5,3.4
豹子,14,5,2.8
殖民者,13,5,2.6
鼓点,16,5,3.2
夺权,12,5,2.4
黏糊糊,13,5,2.6
振奋人心,18,4,4.5
严肃认真,9,4,2.25
财产,19,4,4.75
工程师,14,4,3.5
一板一眼,12,4,3
译制片,14,4,3.5
相见,16,4,4
名车,14,4,3.5
加热,12,4,3
来历,12,4,3
企业家,13,4,3.25
坚挺,14,4,3.5
小菜,12,4,3
反省,13,4,3.25
交锋,16,4,4
国土,10,4,2.5
骚包,14,4,3.5
闷得,9,4,2.25
笨笨,14,4,3.5
常态,9,4,2.25
目光,14,4,3.5
人品,10,4,2.5
厚厚的,12,4,3
错乱,13,4,3.25
老好人,15,4,3.75
梦寐以求,15,4,3.75
保命,17,4,4.25
刺眼,12,4,3
暗藏,12,4,3
皮衣,17,4,4.25
飞行员,14,4,3.5
人设,12,4,3
个爽,14,4,3.5
量身,13,4,3.25
网吧,15,4,3.75
迷上,12,4,3
做事,13,4,3.25
小金人,12,4,3
开了个,13,4,3.25
過程,12,4,3
成型,12,4,3
自给自足,14,4,3.5
自学成才,12,4,3
里程碑,13,4,3.25
西部片,18,4,4.5
顶峰,11,4,2.75
推到,14,4,3.5
钢盔,15,4,3.75
独一无二,11,4,2.75
名副其实,13,4,3.25
手电筒,12,4,3
欠扁,14,4,3.5
正常人,15,4,3.75
扫平,13,4,3.25
暴发户,13,4,3.25
留名,14,4,3.5
幼稚园,8,4,2
挣钱,11,4,2.75
酣畅淋漓,19,4,4.75
条件,11,4,2.75
企鹅,15,4,3.75
精彩纷呈,14,4,3.5
没放,14,4,3.5
奇怪的是,11,4,2.75
生猛,17,4,4.25
空调,11,4,2.75
良知,12,4,3
重看,13,4,3.25
觀影,13,4,3.25
赞助商,14,4,3.5
胆侠,13,4,3.25
不可一世,12,4,3
身家,12,4,3
雄厚,12,4,3
不上,10,4,2.5
公然,15,4,3.75
纳闷,12,4,3
下好,13,4,3.25
像模像样,13,4,3.25
男主长,14,4,3.5
盛行,13,4,3.25
简介,13,4,3.25
生产线,15,4,3.75
一贯作风,13,4,3.25
脱离现实,11,4,2.75
前看,13,4,3.25
落地,12,4,3
纪录,12,4,3
吃惊,16,4,4
在线看,11,4,2.75
管理,11,4,2.75
眼红,12,4,3
惹人厌,12,4,3
不对味,13,4,3.25
正版,14,4,3.5
置之死地而后生,14,4,3.5
拿走,14,4,3.5
健康,11,4,2.75
泯灭,16,4,4
凶器,13,4,3.25
陌生,13,4,3.25
屁用,12,4,3
诱人,12,4,3
偷袭,8,4,2
补标,8,4,2
搞出,12,4,3
发射,12,4,3
醒悟,9,4,2.25
坚定不移,12,4,3
罪恶,11,4,2.75
回报,15,4,3.75
熨斗,14,4,3.5
興趣,12,4,3
嬉笑,16,4,4
显老,12,4,3
没白,15,4,3.75
新生,14,4,3.5
沟通,9,4,2.25
同伙,13,4,3.25
不出所料,10,4,2.5
毛子,12,4,3
与时俱进,13,4,3.25
掉下来,12,4,3
强心剂,13,4,3.25
建筑,11,4,2.75
代表作,12,4,3
发自内心,10,4,2.5
可打,8,4,2
强奸,7,4,1.75
帝国主义,10,4,2.5
心仪,13,4,3.25
样板,13,4,3.25
换装,15,4,3.75
用尽,11,4,2.75
认同感,12,4,3
补分,14,4,3.5
英雄气概,15,4,3.75
玩玩,10,4,2.5
豆友,12,4,3
数字,10,4,2.5
改天,13,4,3.25
听闻,14,4,3.5
枪毙,12,4,3
歷史,14,4,3.5
父親,13,4,3.25
笔记本,14,4,3.5
递进,14,4,3.5
关头,14,4,3.5
大方,15,4,3.75
删节,15,4,3.75
红发,16,4,4
女特工,12,4,3
大观,16,4,4
力度,15,4,3.75
要出,14,4,3.5
坏掉,14,4,3.5
看穿,11,4,2.75
不离,12,4,3
找来,15,4,3.75
惭愧,12,4,3
身怀绝技,14,4,3.5
身形,13,4,3.25
不为过,16,4,4
俗人,16,4,4
双腿,16,4,4
透明,13,4,3.25
具备,14,4,3.5
孩子气,15,4,3.75
罪过,17,4,4.25
喘气,15,4,3.75
心旷神怡,17,4,4.25
太合,16,4,4
看睡,9,4,2.25
人手,12,4,3
缠斗,12,4,3
过眼,12,4,3
逼叨,13,4,3.25
倍儿,11,4,2.75
狗熊,12,4,3
一般性,13,4,3.25
有型,10,4,2.5
止不住,9,4,2.25
回旋,10,4,2.5
流星,16,4,4
加价,13,4,3.25
演漫,13,4,3.25
持久,11,4,2.75
抢镜头,13,4,3.25
硬加,8,4,2
硕大,12,4,3
垄断,15,4,3.75
精细,13,4,3.25
动静,13,4,3.25
观后感,11,4,2.75
兢兢业业,12,4,3
出場,15,4,3.75
我见犹怜,12,4,3
不要紧,14,4,3.5
飞翼,13,4,3.25
兴奋点,11,4,2.75
反面人物,7,4,1.75
正面人物,11,4,2.75
倒计时,12,4,3
娘娘腔,9,4,2.25
好身材,9,4,2.25
办公桌,12,4,3
膜拜,14,4,3.5
老式,16,4,4
频道,12,4,3
无以复加,8,4,2
充其量,13,4,3.25
开片,13,4,3.25
倾情,13,4,3.25
装装,10,4,2.5
略过,13,4,3.25
偏要,6,4,1.5
稀巴烂,8,4,2
大餐,9,4,2.25
时段,11,4,2.75
特写镜头,9,4,2.25
女角,14,4,3.5
灾难性,9,4,2.25
空洞无物,8,4,2
奇烂,6,4,1.5
名声,10,4,2.5
没好,11,4,2.75
可喜,11,4,2.75
治病,14,4,3.5
眨巴,15,4,3.75
矮油,14,4,3.5
拉回来,12,4,3
等来,13,4,3.25
深奥,14,4,3.5
并不为过,16,4,4
土豆,16,4,4
束缚,10,4,2.5
手握,16,4,4
脱掉,14,4,3.5
不吝,14,4,3.5
未完待续,16,4,4
很高,11,4,2.75
转黑,11,4,2.75
煙花,13,4,3.25
排排站,14,4,3.5
软弱,12,4,3
戰衣,13,4,3.25
误解,12,4,3
护士,18,4,4.5
针灸,10,4,2.5
锻炼,13,4,3.25
单集,16,4,4
吓坏,14,4,3.5
支花,13,4,3.25
像片,13,4,3.25
不愧为,17,4,4.25
教父,15,4,3.75
满载,18,4,4.5
要来,14,4,3.5
耳熟能详,15,4,3.75
穷人,14,4,3.5
卖笑,16,4,4
新欢,15,4,3.75
重金,15,4,3.75
不破,13,4,3.25
吃力,12,4,3
医疗,14,4,3.5
悬殊,13,4,3.25
兼具,16,4,4
花火,16,4,4
群众演员,14,4,3.5
舞步,17,4,4.25
前任,14,4,3.5
胜负,14,4,3.5
萌感,17,4,4.25
瀑布,14,4,3.5
有罪,12,4,3
下文,13,4,3.25
阴郁,15,4,3.75
切记,13,4,3.25
实力派,15,4,3.75
不算什么,15,4,3.75
巨幕厅,15,4,3.75
开口,14,4,3.5
加班,14,4,3.5
重头,13,4,3.25
想哭,10,4,2.5
启示,13,4,3.25
扣分,17,4,4.25
值得纪念,15,4,3.75
服务员,18,4,4.5
柔和,15,4,3.75
出翔,12,4,3
痛心,15,4,3.75
大龄,14,4,3.5
屏蔽,16,4,4
邀请,12,4,3
狮子,13,4,3.25
武侠小说,14,4,3.5
可攻,18,4,4.5
可受,18,4,4.5
新创意,13,4,3.25
挪移,13,4,3.25
乾坤,12,4,3
为首,12,4,3
号召力,15,4,3.75
自毁,14,4,3.5
成為,13,4,3.25
再生,15,4,3.75
部份,14,4,3.5
调戏,13,4,3.25
伤透,16,4,4
喜剧演员,16,4,4
十二生肖,12,4,3
坐到,19,4,4.75
一往情深,18,4,4.5
持平,11,4,2.75
纯情,17,4,4.25
全息,13,4,3.25
配备,16,4,4
足料,16,4,4
大船,10,4,2.5
画质,13,4,3.25
虐到,17,4,4.25
危機,12,4,3
消解,11,4,2.75
绝壁,13,4,3.25
好片,13,4,3.25
地址,12,4,3
看有,16,4,4
视觉享受,15,4,3.75
布置,13,4,3.25
重演,13,4,3.25
最贵,14,4,3.5
短短,14,4,3.5
爱国者,13,4,3.25
看电视,14,4,3.5
见面会,16,4,4
套装,12,4,3
沉思,11,4,2.75
炫爆,15,4,3.75
闪回,13,4,3.25
地吐槽,17,4,4.25
无端,12,4,3
神游,13,4,3.25
应接不暇,17,4,4.25
苛求,13,4,3.25
随时随地,13,4,3.25
外焦里嫩,9,4,2.25
自卑,10,4,2.5
压缩,11,4,2.75
所向披靡,16,4,4
反向,12,4,3
内伤,14,4,3.5
员工,10,4,2.5
漫迷的,13,4,3.25
苦恼,11,4,2.75
鲜活,14,4,3.5
剪刀,13,4,3.25
群战,12,4,3
别忘了,12,4,3
垃圾桶,15,4,3.75
靠近,11,4,2.75
汗颜,11,4,2.75
桑心,13,4,3.25
陷阱,16,4,4
戏中戏,13,4,3.25
吓尿,12,4,3
医学,11,4,2.75
媳妇儿,16,4,4
黑发,15,4,3.75
搞砸,13,4,3.25
粗线,12,4,3
细分,13,4,3.25
孤寂,14,4,3.5
遥远,10,4,2.5
爆出,15,4,3.75
装束,10,4,2.5
弓箭手,14,4,3.5
来来回回,12,4,3
加进去,12,4,3
喷出,13,4,3.25
装酷,13,4,3.25
失误,12,4,3
退休,12,4,3
满身,13,4,3.25
大呼小叫,10,4,2.5
物品,16,4,4
遭到,15,4,3.75
空战,11,4,2.75
进错,11,4,2.75
晃动,10,4,2.5
震动,14,4,3.5
思索,12,4,3
体力,12,4,3
生意,11,4,2.75
不掉,11,4,2.75
加大,11,4,2.75
吊炸,16,4,4
跑题,14,4,3.5
地儿,12,4,3
片头曲,14,4,3.5
打脸,15,4,3.75
全然,9,4,2.25
身价,14,4,3.5
反恐,10,4,2.5
中学,16,4,4
钢筋铁骨,9,4,2.25
膝盖,13,4,3.25
打不动,13,4,3.25
乘客,14,4,3.5
绯闻,15,4,3.75
睡死,11,4,2.75
前史,15,4,3.75
浓浓,14,4,3.5
看不见,14,4,3.5
序列,13,4,3.25
卖钱,11,4,2.75
失效,14,4,3.5
人眼,16,4,4
看不起,11,4,2.75
剥夺,9,4,2.25
示人,14,4,3.5
还演,12,4,3
空气,12,4,3
华生,13,4,3.25
正题,10,4,2.5
站不住脚,8,4,2
老窝,10,4,2.5
美味,12,4,3
摇身一变,13,4,3.25
中毒,12,4,3
感情用事,11,4,2.75
挑衅,11,4,2.75
听不懂,11,4,2.75
不枉,16,4,4
怪胎,14,4,3.5
贺岁片,10,4,2.5
英明,13,4,3.25
杂耍,10,4,2.5
对头,12,4,3
拆迁,12,4,3
总有一天,10,4,2.5
没商量,11,4,2.75
反驳,13,4,3.25
大同小异,12,4,3
落难,12,4,3
没头没脑,10,4,2.5
义气,11,4,2.75
亢奋,12,4,3
人海战术,10,4,2.5
争斗,9,4,2.25
边界,14,4,3.5
感极,13,4,3.25
窝囊,13,4,3.25
人肉,10,4,2.5
不入流,8,4,2
搞垮,12,4,3
保质期,12,4,3
价钱,12,4,3
削减,9,4,2.25
别错过,16,4,4
恐惧感,10,4,2.5
表层,11,4,2.75
买单,8,4,2
丢人,10,4,2.5
跪求,11,4,2.75
抑制,7,4,1.75
吵醒,9,4,2.25
顽皮,14,4,3.5
失望透顶,9,4,2.25
妒忌,12,4,3
取得,9,4,2.25
悲哀,9,4,2.25
桀骜不驯,9,4,2.25
哪门子,8,4,2
击退,11,4,2.75
忠诚,11,4,2.75
落幕,11,4,2.75
公关,9,4,2.25
更换,12,4,3
想不,10,4,2.5
含义,12,4,3
节约,10,4,2.5
明亮,10,4,2.5
抹黑,8,4,2
夹杂,12,4,3
强敌,13,4,3.25
吃掉,12,4,3
没事干,9,4,2.25
呱噪,8,4,2
投给,9,4,2.25
稀松,10,4,2.5
嘈杂,9,4,2.25
粉儿,11,4,2.75
打哈欠,9,4,2.25
下滑,8,4,2
痨片,9,4,2.25
看前,13,4,3.25
老奶奶,7,4,1.75
星爷,11,4,2.75
还加,11,4,2.75
难以忍受,8,4,2
渺小,15,4,3.75
章法,14,4,3.5
范例,14,4,3.5
提及,11,4,2.75
绿人,13,4,3.25
掌风,13,4,3.25
军官,14,4,3.5
收放自如,15,4,3.75
异曲同工,10,4,2.5
减肥,14,4,3.5
继续下去,13,4,3.25
迷倒,15,4,3.75
直爽,19,4,4.75
粗犷,16,4,4
激进,15,4,3.75
撕扯,15,4,3.75
聪明人,16,4,4
退化,9,4,2.25
重合,14,4,3.5
听觉,15,4,3.75
肉感,15,4,3.75
记忆犹新,12,4,3
不选,13,4,3.25
无可挑剔,14,4,3.5
敏捷,14,4,3.5
呼呼,13,4,3.25
安心,14,4,3.5
稀罕,15,4,3.75
看作,15,4,3.75
洋气,14,4,3.5
丧失,13,4,3.25
推崇,14,4,3.5
无关紧要,13,4,3.25
蠢货,12,4,3
一气,13,4,3.25
星脑,15,4,3.75
逗死,15,4,3.75
惊险刺激,16,4,4
心跳,16,4,4
死去活来,9,4,2.25
神掌,12,4,3
怜惜,14,4,3.5
造物,10,4,2.5
女星,16,4,4
成败,13,4,3.25
猪角,14,4,3.5
接轨,15,4,3.75
组建,14,4,3.5
变脸,13,4,3.25
挺强,10,4,2.5
光靠,15,4,3.75
不相上下,10,4,2.5
痴情,11,4,2.75
远离,12,4,3
双井,14,4,3.5
知识分子,11,4,2.75
内敛,13,4,3.25
异类,15,4,3.75
了笑,13,4,3.25
甘愿,14,4,3.5
追踪,13,4,3.25
试验,7,4,1.75
背离,11,4,2.75
昏昏沉沉,9,4,2.25
全裸,12,4,3
无效,11,4,2.75
挠痒痒,11,4,2.75
闪现,13,4,3.25
暴躁,16,4,4
软软,13,4,3.25
使出,14,4,3.5
負責,14,4,3.5
爷们儿,14,4,3.5
调子,8,4,2
抗衡,16,4,4
说不清,16,4,4
关联性,13,4,3.25
推倒,12,4,3
不忍心,11,4,2.75
厅里,10,4,2.5
性冷淡,11,4,2.75
注射,12,4,3
不堪入目,11,4,2.75
拉面,11,4,2.75
毫無,9,4,2.25
杀毒软件,11,4,2.75
体型,13,4,3.25
招数,12,4,3
风潮,9,4,2.25
背影,13,4,3.25
枯燥乏味,10,4,2.5
寓意,10,4,2.5
无意,11,4,2.75
看來,12,4,3
条理,9,4,2.25
来得及,11,4,2.75
意料中,11,4,2.75
说起,13,4,3.25
请来,7,4,1.75
一脉相承,15,4,3.75
看中,8,4,2
接不上,12,4,3
跟漫,14,4,3.5
甘心,12,4,3
深明大义,10,4,2.5
韩剧,11,4,2.75
同属,13,4,3.25
神秘感,11,4,2.75
掐架,10,4,2.5
皆大欢喜,12,4,3
更糟,9,4,2.25
丑爆,10,4,2.5
不买账,10,4,2.5
双线,12,4,3
谈论,15,4,3.75
说成,11,4,2.75
鼻血,18,4,4.5
蓝眼睛,15,4,3.75
排斥,14,4,3.5
人類,15,4,3.75
字幕版,18,4,4.5
还过得去,13,4,3.25
健美,17,4,4.25
回忆起,16,4,4
浪費,11,4,2.75
伤人,16,4,4
铁锤,15,4,3.75
留胡子,16,4,4
显摆,12,4,3
得意,13,4,3.25
晃眼,12,4,3
释然,13,4,3.25
绝妙,12,4,3
突变,13,4,3.25
念头,12,4,3
开辟,12,4,3
自我牺牲,14,4,3.5
流浪汉,11,4,2.75
人族,11,4,2.75
动脑子,9,4,2.25
轻轻松松,8,4,2
题外话,12,4,3
亲亲,16,4,4
和亲,14,4,3.5
伴随,14,4,3.5
亲子,8,4,2
隐瞒,11,4,2.75
不失为,12,4,3
腐国,11,4,2.75
电影业,9,4,2.25
热衷于,9,4,2.25
犄角,13,4,3.25
对敌,13,4,3.25
实习生,14,4,3.5
猎人,13,4,3.25
更胜一筹,12,4,3
光明正大,10,4,2.5
响亮,13,4,3.25
制片人,10,4,2.5
小气,10,4,2.5
能出,10,4,2.5
从头至尾,16,4,4
细胞,10,4,2.5
告知,11,4,2.75
死而复生,11,4,2.75
飞翔,13,4,3.25
想出,13,4,3.25
连环,13,4,3.25
搞起,13,4,3.25
了给,12,4,3
轮到,12,4,3
化为,10,4,2.5
神话故事,12,4,3
淪為,11,4,2.75
塑料,11,4,2.75
未成年,12,4,3
順便,11,4,2.75
乍一看,13,4,3.25
五大三粗,16,4,4
二郎神,12,4,3
团体,12,4,3
傻乐,11,4,2.75
愤青,8,4,2
婆婆,14,4,3.5
灾难片,14,4,3.5
貌美,10,4,2.5
再也不会,10,4,2.5
冲淡,15,4,3.75
壮丽,16,4,4
携手,14,4,3.5
糊涂,15,4,3.75
黯淡,12,4,3
设到,11,4,2.75
恋母,12,4,3
钥匙,12,4,3
默默地,13,4,3.25
秉持,14,4,3.5
欢喜冤家,17,4,4.25
犯贱,13,4,3.25
解答,16,4,4
断裂,11,4,2.75
编不,9,4,2.25
紧扣,16,4,4
引得,13,4,3.25
架来,18,4,4.5
更具,15,4,3.75
嗅到,12,4,3
怜爱,15,4,3.75
老哥,15,4,3.75
蒙蔽,11,4,2.75
点高潮,12,4,3
出错,13,4,3.25
绝不会,9,4,2.25
比喻,16,4,4
赞有,12,4,3
顺势,14,4,3.5
恶作剧,13,4,3.25
高高在上,11,4,2.75
凶悍,10,4,2.5
杂交,8,4,2
无懈可击,16,4,4
皇后,10,4,2.5
眼瞎,12,4,3
双面,13,4,3.25
大帝,13,4,3.25
检查,11,4,2.75
讯息,11,4,2.75
名不虚传,10,4,2.5
微弱,16,4,4
轨道,11,4,2.75
难搞,14,4,3.5
无间道,13,4,3.25
夹带,16,4,4
爱意,17,4,4.25
总觉,10,4,2.5
在外,12,4,3
补全,10,4,2.5
不在意,11,4,2.75
手榴弹,11,4,2.75
宝物,14,4,3.5
遵循,15,4,3.75
崩掉,11,4,2.75
猜想,15,4,3.75
印度教,11,4,2.75
办公室,10,4,2.5
物理学,11,4,2.75
无异,9,4,2.25
升级成,10,4,2.5
低头,13,4,3.25
確定,8,4,2
杀器,12,4,3
隐约,11,4,2.75
睡点,9,4,2.25
身穿,7,4,1.75
同台,13,4,3.25
斧子,10,4,2.5
情节剧,14,4,3.5
信手拈来,16,4,4
老粉,17,4,4.25
邻居,12,4,3
尺寸,13,4,3.25
巨头,14,4,3.5
哥帅,14,4,3.5
剪刀手,14,4,3.5
说笑话,16,4,4
适度,18,4,4.5
感漫威,15,4,3.75
消息,15,4,3.75
子民,11,4,2.75
不成问题,15,4,3.75
狂飙,19,4,4.75
分漫威,15,4,3.75
天堂,16,4,4
活下去,17,4,4.25
舒心,18,4,4.5
称得上,15,4,3.75
做爱,13,4,3.25
核心人物,16,4,4
成绩,11,4,2.75
萌大,16,4,4
角斗场,9,4,2.25
大义,15,4,3.75
蔑视,11,4,2.75
不留,13,4,3.25
家家,11,4,2.75
人情味,16,4,4
衍生,12,4,3
親情,12,4,3
迷弟,15,4,3.75
宝座,11,4,2.75
电影圈,11,4,2.75
实用,14,4,3.5
家门,14,4,3.5
接到,12,4,3
引力,11,4,2.75
甜头,14,4,3.5
活跃,12,4,3
黑眼圈,14,4,3.5
很难说,13,4,3.25
本作,10,4,2.5
银翼,13,4,3.25
家事,16,4,4
开怀大笑,15,4,3.75
歌舞片,11,4,2.75
接连,13,4,3.25
恢宏,15,4,3.75
大相径庭,12,4,3
观众们,8,4,2
實際,9,4,2.25
吸睛,14,4,3.5
平板,10,4,2.5
进到,12,4,3
见鬼,13,4,3.25
演漫威,9,4,2.25
幻象,13,4,3.25
烂摊子,15,4,3.75
集美,11,4,2.75
喜劇,12,4,3
改为,8,4,2
一股脑,11,4,2.75
不在,13,4,3.25
打铁,12,4,3
票子,10,4,2.5
精湛,14,4,3.5
歌颂,12,4,3
谦逊,16,4,4
接触,12,4,3
黑衣人,12,4,3
找出,13,4,3.25
激光炮,12,4,3
脸庞,13,4,3.25
不管怎样,13,4,3.25
地魔,14,4,3.5
份子,14,4,3.5
不帅,10,4,2.5
与生俱来,13,4,3.25
拍过,13,4,3.25
飞跃,14,4,3.5
敌营,13,4,3.25
口红,14,4,3.5
坚守,13,4,3.25
吃香,15,4,3.75
期盼,16,4,4
已阅,13,4,3.25
低下,14,4,3.5
适用,12,4,3
机关枪,14,4,3.5
只值,10,4,2.5
烘托,13,4,3.25
经济,15,4,3.75
红头,10,4,2.5
坐骑,16,4,4
茫然,13,4,3.25
精神领袖,14,4,3.5
邪恶势力,14,4,3.5
顺利,14,4,3.5
球队,11,4,2.75
正義,14,4,3.5
楼梯,16,4,4
本土,13,4,3.25
观光,14,4,3.5
阻止不了,10,4,2.5
最长,11,4,2.75
平民化,10,4,2.5
收编,13,4,3.25
裙子,14,4,3.5
下回,10,4,2.5
逃走,12,4,3
玩死,9,4,2.25
拍成电影,9,4,2.25
龟壳,12,4,3
幼儿,10,4,2.5
罩杯,12,4,3
新低,8,4,2
观众群,10,4,2.5
主从,11,4,2.75
傻冒,10,4,2.5
积累,8,4,2
拆成,11,4,2.75
懦夫,14,4,3.5
理想主义,14,4,3.5
没脱,13,4,3.25
出炉,12,4,3
大锅,13,4,3.25
泛善,7,4,1.75
横空出世,16,4,4
直指,13,4,3.25
邂逅,18,4,4.5
五彩,17,4,4.25
某种程度,15,4,3.75
老战友,14,4,3.5
给到,13,4,3.25
戏路,18,4,4.5
顾及,13,4,3.25
阵子,14,4,3.5
造型师,14,4,3.5
红毛,15,4,3.75
模范,15,4,3.75
肉麻,15,4,3.75
项链,15,4,3.75
博物馆,14,4,3.5
吼吼,15,4,3.75
交到,19,4,4.75
较高,15,4,3.75
避免,15,4,3.75
邻座,13,4,3.25
儿女,15,4,3.75
念念不忘,16,4,4
来不及,17,4,4.25
火影忍者,15,4,3.75
改观,15,4,3.75
相亲,15,4,3.75
终生,14,4,3.5
炸天,17,4,4.25
排片,13,4,3.25
友人,15,4,3.75
功夫片,14,4,3.5
了和,20,4,5
裝備,13,4,3.25
护体,13,4,3.25
困死,11,4,2.75
全部都是,9,4,2.25
用法,16,4,4
无心,11,4,2.75
发表,11,4,2.75
通关,12,4,3
吸走,12,4,3
眼影,13,4,3.25
硬币,13,4,3.25
戏帅,12,4,3
令人生厌,10,4,2.5
运动员,12,4,3
叛乱,12,4,3
压分,8,4,2
遗忘,11,4,2.75
正確,15,4,3.75
遍地,14,4,3.5
凑热闹,13,4,3.25
泄气,11,4,2.75
特工队,8,4,2
收购,13,4,3.25
请客,8,4,2
呵护,10,4,2.5
玩起,12,4,3
避开,13,4,3.25
繁琐,13,4,3.25
个头,9,4,2.25
变好,12,4,3
背锅,13,4,3.25
论证,10,4,2.5
打斗片,12,4,3
抱抱,17,4,4.25
满星,20,4,5
非人类,17,4,4.25
大赞,17,4,4.25
碎了心,14,4,3.5
分工,14,4,3.5
政客,12,4,3
重伤,16,4,4
冷静下来,11,4,2.75
虫虫,16,4,4
私奔,14,4,3.5
体量,15,4,3.75
热评,15,4,3.75
若有情,15,4,3.75
对错,14,4,3.5
到时候,14,4,3.5
行业,18,4,4.5
急功近利,11,4,2.75
审视,13,4,3.25
白骨,14,4,3.5
无条件,18,4,4.5
可拍,11,4,2.75
有条不紊,16,4,4
妥帖,16,4,4
吞噬,13,4,3.25
活得,13,4,3.25
吸粉,14,4,3.5
心塞,14,4,3.5
反目成仇,13,4,3.25
娃娃脸,13,4,3.25
有理有据,18,4,4.5
近十年,16,4,4
晕头转向,12,4,3
兄弟阋墙,15,4,3.75
眉来眼去,14,4,3.5
强求,15,4,3.75
一意孤行,11,4,2.75
双方,12,4,3
单手,13,4,3.25
有过之而无不及,9,4,2.25
不亦乐乎,12,4,3
解决问题,12,4,3
混球,14,4,3.5
勉勉强强,11,4,2.75
杀了人,12,4,3
擦边球,11,4,2.75
表述,16,4,4
打闹,10,4,2.5
分崩离析,14,4,3.5
叠加,10,4,2.5
限于,14,4,3.5
疲乏,11,4,2.75
团战,14,4,3.5
韭菜,11,4,2.75
烂泥,13,4,3.25
人数,10,4,2.5
稀奇,14,4,3.5
杀人犯,13,4,3.25
细想,11,4,2.75
名为,16,4,4
演唱会,16,4,4
意见,8,4,2
名号,10,4,2.5
反水,13,4,3.25
过犹不及,8,4,2
干死,11,4,2.75
开会,15,4,3.75
颜和,9,4,2.25
公式,11,4,2.75
对立面,12,4,3
一家子,13,4,3.25
逗哏,19,4,4.75
真不容易,12,4,3
破坏性,14,4,3.5
绿油油,16,4,4
蟑螂,12,4,3
同仇敌忾,16,4,4
出不来,14,4,3.5
产品质量,16,4,4
包含,16,4,4
阵亡,16,4,4
干净,15,4,3.75
融为一体,15,4,3.75
特长,14,4,3.5
猩猩,10,4,2.5
發展,14,4,3.5
西语,16,4,4
绰号,15,4,3.75
嬉笑怒骂,15,4,3.75
星河,14,4,3.5
儿童剧,10,4,2.5
塑造出,15,4,3.75
萦绕,11,4,2.75
保卫战,12,4,3
流量,9,4,2.25
大戰,12,4,3
想像中,12,4,3
結局,11,4,2.75
灯光,10,4,2.5
感化,14,4,3.5
能耐,10,4,2.5
造梦,15,4,3.75
陨石,18,4,4.5
酸爽,15,4,3.75
衰败,12,4,3
目不转睛,17,4,4.25
伺候,12,4,3
不尽人意,14,4,3.5
舒爽,17,4,4.25
暴政,11,4,2.75
种子,14,4,3.5
启发,15,4,3.75
机智,15,4,3.75
不像话,12,4,3
问问,11,4,2.75
品尝,17,4,4.25
捣乱,19,4,4.75
电车,14,4,3.5
观察,13,4,3.25
不可否认,14,4,3.5
无力感,11,4,2.75
徘徊,11,4,2.75
不高,15,4,3.75
收货,13,4,3.25
华彩,16,4,4
燃得,15,4,3.75
热潮,12,4,3
游刃有余,11,4,2.75
涂成,14,4,3.5
记得住,14,4,3.5
单口相声,13,4,3.25
收拾,16,4,4
黄段子,15,4,3.75
诗意,18,4,4.5
尝到了,13,4,3.25
表里,16,4,4
不完,14,4,3.5
心虚,9,4,2.25
炮制,9,4,2.25
原创,10,4,2.5
一盘散沙,8,4,2
毛片,6,4,1.5
预定,15,4,3.75
执念,10,4,2.5
对不上,13,4,3.25
场合,11,4,2.75
尊贵,13,4,3.25
预设,13,4,3.25
心动,17,4,4.25
帶著,13,4,3.25
简简单单,14,4,3.5
父子情深,16,4,4
湮灭,12,4,3
坐满,15,4,3.75
暴虐,16,4,4
奴隶制,10,4,2.5
党性,15,4,3.75
迸发,17,4,4.25
好气,13,4,3.25
被叫,12,4,3
回溯,19,4,4.75
讲真,12,4,3
通天,11,4,2.75
拆分,15,4,3.75
宇宙飞船,13,4,3.25
灭亡,12,4,3
没讲,13,4,3.25
作恶,16,4,4
超生,12,4,3
累积,14,4,3.5
打回,15,4,3.75
要挟,11,4,2.75
否认,13,4,3.25
钦定,15,4,3.75
趋于,14,4,3.5
落泪,13,4,3.25
惩恶扬善,11,4,2.75
力量感,15,4,3.75
搞不清,13,4,3.25
买不起,13,4,3.25
自洽,13,4,3.25
弧光,10,4,2.5
龙珠,13,4,3.25
网红,14,4,3.5
小孩儿,10,4,2.5
地想,14,4,3.5
吃老本,11,4,2.75
煽得,11,4,2.75
死光,12,4,3
联播,8,4,2
跌跌撞撞,14,4,3.5
客户,11,4,2.75
不久,13,4,3.25
死就死,8,4,2
